run	success	duration	cost	ANGGEN2ANG1_k	E50_e3174	ALDSEC_k	BP_ald_fe	message	x	x0
18	True	4.98995566368103	73.09590118277681	0.10030014354408065	0.00029107274011198355	1.0105027952685962e-06	0.3119992626947359	`xtol` termination condition is satisfied.	[1.00300144e-01 2.91072740e-04 1.01050280e-06 3.11999263e-01]	[5.10161181e-02 2.30917663e-02 1.22788311e-04 3.66843094e-01]
26	True	5.425642013549805	73.1041928589207	0.09463337853092209	0.0002913609986868583	1.0731692056739457e-06	0.31051261809109443	`xtol` termination condition is satisfied.	[9.46333785e-02 2.91360999e-04 1.07316921e-06 3.10512618e-01]	[0.43385383 0.00085002 0.00226109 0.57116383]
67	True	4.918590307235718	73.11087749716937	0.0896398993651499	0.00028460412781734594	1.0090030948475683e-06	0.3113282562320638	`xtol` termination condition is satisfied.	[8.96398994e-02 2.84604128e-04 1.00900309e-06 3.11328256e-01]	[5.73967184e+01 3.50862167e-02 5.36556222e-06 4.38708336e-01]
21	True	3.281593084335327	73.11216894667302	0.09730582892360859	0.0002845220897051302	1.0250124469927118e-06	0.3111810859826424	`xtol` termination condition is satisfied.	[9.73058289e-02 2.84522090e-04 1.02501245e-06 3.11181086e-01]	[6.89104212e+00 1.59559802e-03 6.11504590e-02 3.58834143e-01]
43	True	4.850366592407227	73.11272112048046	0.1022173076744611	0.0002846404325845941	1.0061939770931174e-06	0.3116943325438823	`xtol` termination condition is satisfied.	[1.02217308e-01 2.84640433e-04 1.00619398e-06 3.11694333e-01]	[2.20230333e+00 2.09515570e-02 6.91829592e-05 1.43127986e-01]
97	True	5.444294214248657	73.11431138785125	0.08450310118824918	0.00028997905076028025	1.0406839036483876e-06	0.31106147566706893	`xtol` termination condition is satisfied.	[8.45031012e-02 2.89979051e-04 1.04068390e-06 3.11061476e-01]	[2.75404244e+04 8.29944992e-04 1.88541517e-04 2.73119300e-01]
59	True	3.817455291748047	73.11465522556338	0.09783920982726746	0.00028348389072509195	1.0074144197975222e-06	0.31129831467960084	`xtol` termination condition is satisfied.	[9.78392098e-02 2.83483891e-04 1.00741442e-06 3.11298315e-01]	[5.13486006e+04 1.42343286e-03 4.15974695e-06 2.37283272e-01]
40	True	8.886898517608643	73.11515169711402	0.10100060184692014	0.00028474249804663637	1.030949780077968e-06	0.3101599949355411	`xtol` termination condition is satisfied.	[1.01000602e-01 2.84742498e-04 1.03094978e-06 3.10159995e-01]	[2.10055514e+01 9.81489144e-05 9.05603846e-03 1.21270869e-01]
14	True	3.684046506881714	73.11537911714822	0.09361319055017907	0.0002830862128738236	1.0075662361457481e-06	0.3111472079074153	`xtol` termination condition is satisfied.	[9.36131906e-02 2.83086213e-04 1.00756624e-06 3.11147208e-01]	[1.00136413e+00 5.40142841e-04 1.24280294e-03 1.26095149e-01]
48	True	3.2713565826416016	73.11623271374852	0.087719832216407	0.0002836520277979434	1.0046674453405996e-06	0.3112920028456218	`xtol` termination condition is satisfied.	[8.77198322e-02 2.83652028e-04 1.00466745e-06 3.11292003e-01]	[8.45661907e+02 1.16623625e-03 6.51704496e-06 3.08463222e-01]
60	True	4.998387575149536	73.11897158156576	0.09672140534778395	0.000282322997779764	1.0000001903815568e-06	0.3112139926374656	`xtol` termination condition is satisfied.	[9.67214053e-02 2.82322998e-04 1.00000019e-06 3.11213993e-01]	[3.02180473e+02 1.89297953e-06 1.14046418e-06 1.88022022e-01]
79	True	5.919586420059204	73.11900804817762	0.09888161589376641	0.00028261332107916523	1.0017697388104259e-06	0.3112563277685597	`xtol` termination condition is satisfied.	[9.88816159e-02 2.82613321e-04 1.00176974e-06 3.11256328e-01]	[5.05528199e+03 2.96898547e-06 1.35327640e-06 1.75306121e-01]
37	True	4.495978355407715	73.11920916375526	0.09212187994730726	0.0002823892761483464	1.008271491410193e-06	0.31103136321876246	`xtol` termination condition is satisfied.	[9.21218799e-02 2.82389276e-04 1.00827149e-06 3.11031363e-01]	[0.05914749 0.00119312 0.00049221 0.10410306]
36	True	7.077636480331421	73.11925869037081	0.09788678037602529	0.0002824918998186413	1.0037423388553058e-06	0.31119161825532005	`xtol` termination condition is satisfied.	[9.78867804e-02 2.82491900e-04 1.00374234e-06 3.11191618e-01]	[4.30453103e+02 1.21453216e-05 6.75229020e-06 1.24414198e-01]
38	True	6.256605625152588	73.11950030741916	0.09551950702940497	0.00028213806915661563	1.0000355056355639e-06	0.31117257505662466	`xtol` termination condition is satisfied.	[9.55195070e-02 2.82138069e-04 1.00003551e-06 3.11172575e-01]	[3.87651026e+00 1.15003265e-06 2.97472176e-06 1.45991846e-01]
73	True	11.157959461212158	73.11954483257563	0.0957120652707466	0.0002821411959560473	1.0000116210187367e-06	0.3112445942713157	Both `ftol` and `xtol` termination conditions are satisfied.	[9.57120653e-02 2.82141196e-04 1.00001162e-06 3.11244594e-01]	[3.55902719e+04 1.51558209e-05 1.92564706e-05 2.18026469e-01]
25	True	5.392207622528076	73.11960149491014	0.09532740899973073	0.0002821080202125566	1.0000022864739092e-06	0.31115817804543655	`xtol` termination condition is satisfied.	[9.53274090e-02 2.82108020e-04 1.00000229e-06 3.11158178e-01]	[5.15866851e+03 1.81313815e-04 4.49063871e-06 1.09280962e-01]
80	True	9.207579374313354	73.11961591782247	0.09610786707388266	0.00028217618784271564	1.0007801479298498e-06	0.3112627614462134	Both `ftol` and `xtol` termination conditions are satisfied.	[9.61078671e-02 2.82176188e-04 1.00078015e-06 3.11262761e-01]	[5.31385167e+01 2.89196221e-04 6.30183182e-06 4.99739585e-01]
41	True	16.70108938217163	73.11989016672821	0.09440922188934782	0.0002820257338690226	1.0003136404104424e-06	0.3111772395538231	`ftol` termination condition is satisfied.	[9.44092219e-02 2.82025734e-04 1.00031364e-06 3.11177240e-01]	[3.19964889e+04 8.02207337e-07 1.31971640e-06 5.60984756e-01]
65	True	12.397097110748291	73.11996680228643	0.09417418742927647	0.00028199792872339504	1.0000111901068893e-06	0.31113765744806793	`ftol` termination condition is satisfied.	[9.41741874e-02 2.81997929e-04 1.00001119e-06 3.11137657e-01]	[2.77650012e+04 3.59375342e-05 1.58773965e-05 5.96701449e-01]
12	True	10.538972616195679	73.12003029232136	0.09399942045808998	0.00028198294860656543	1.0000080660081453e-06	0.31113378418485926	`ftol` termination condition is satisfied.	[9.39994205e-02 2.81982949e-04 1.00000807e-06 3.11133784e-01]	[7.70075972e+04 2.44499492e-05 7.86719646e-06 2.43415442e-01]
49	True	6.186630964279175	73.1202707245865	0.093374752491323	0.0002819364498847997	1.0000709841494883e-06	0.3110799699189863	`xtol` termination condition is satisfied.	[9.33747525e-02 2.81936450e-04 1.00007098e-06 3.11079970e-01]	[8.54084798e+03 8.52296780e-06 2.03455901e-05 2.43607848e-01]
46	True	6.047279119491577	73.12048945000055	0.09439678197410978	0.0002821004808514481	1.0072552147306812e-06	0.311038273432287	`xtol` termination condition is satisfied.	[9.43967820e-02 2.82100481e-04 1.00725521e-06 3.11038273e-01]	[5.50194958e-01 1.63492865e-06 3.67725249e-02 2.70387976e-01]
6	True	8.739156723022461	73.12073859711039	0.09276026210298663	0.000281862114426756	1.0001921639001697e-06	0.3110536360420928	`ftol` termination condition is satisfied.	[9.27602621e-02 2.81862114e-04 1.00019216e-06 3.11053636e-01]	[6.78051002e+04 1.71518948e-02 9.52311888e-01 2.95416239e-01]
86	True	5.007911205291748	73.1211367635932	0.0923579349545103	0.0002818523430559906	1.002115062776466e-06	0.3110096499745508	`xtol` termination condition is satisfied.	[9.23579350e-02 2.81852343e-04 1.00211506e-06 3.11009650e-01]	[2.68938215e-02 2.10414124e-03 1.05335889e-04 1.25439840e-01]
7	True	7.463067293167114	73.12130085264764	0.0920396209973982	0.00028179811419664903	1.0007152342700112e-06	0.31101919562188196	`xtol` termination condition is satisfied.	[9.20396210e-02 2.81798114e-04 1.00071523e-06 3.11019196e-01]	[5.02828595e-01 6.18409325e-07 1.83995352e-04 5.02916036e-01]
0	True	5.505915880203247	73.12132040866001	0.09196854774178322	0.00028181064947233454	1.0011964945023348e-06	0.3110126566151657	`xtol` termination condition is satisfied.	[9.19685477e-02 2.81810649e-04 1.00119649e-06 3.11012657e-01]	[5.15849840e+03 5.83849242e-06 3.30755336e-06 2.29127829e-01]
11	True	4.785960674285889	73.12135206275384	0.09144264697724587	0.0002818201099896539	1.0006391372459159e-06	0.31101722933691417	`xtol` termination condition is satisfied.	[9.14426470e-02 2.81820110e-04 1.00063914e-06 3.11017229e-01]	[1.31591646e+04 4.10694043e-04 2.35800741e-01 4.95249281e-01]
52	True	6.4447221755981445	73.12135653204695	0.09189722944437333	0.00028178121024692414	1.000204873504264e-06	0.31102801591209184	`ftol` termination condition is satisfied.	[9.18972294e-02 2.81781210e-04 1.00020487e-06 3.11028016e-01]	[1.36588404e+02 9.57738295e-05 9.59864958e-05 1.20571754e-01]
19	True	7.7014851570129395	73.12136982347964	0.09185193595823987	0.00028177875490616595	1.0001173008746363e-06	0.31103572479600444	`ftol` termination condition is satisfied.	[9.18519360e-02 2.81778755e-04 1.00011730e-06 3.11035725e-01]	[2.99161062e+01 1.12134946e-06 2.63340950e-05 1.08820512e-01]
84	True	6.520205497741699	73.12143672190989	0.09254801968831566	0.00028192410359834536	1.007112288313637e-06	0.31097450230362567	`xtol` termination condition is satisfied.	[9.25480197e-02 2.81924104e-04 1.00711229e-06 3.10974502e-01]	[9.19771582e-01 1.25309641e-05 5.94644123e-03 4.09807298e-01]
78	True	6.046527624130249	73.12153058539106	0.09153218334892294	0.00028181503586682826	1.0018828675537542e-06	0.3109946805794359	`xtol` termination condition is satisfied.	[9.15321833e-02 2.81815036e-04 1.00188287e-06 3.10994681e-01]	[0.011607   0.00278587 0.00484693 0.25006453]
95	True	8.767159461975098	73.12178275079717	0.09139113666210585	0.0002817536310971657	1.0009499947097773e-06	0.31100166744291285	`xtol` termination condition is satisfied.	[9.13911367e-02 2.81753631e-04 1.00094999e-06 3.11001667e-01]	[1.02889298 0.0173604  0.21976865 0.3276648 ]
50	True	6.067306756973267	73.12180313659462	0.09166424510828537	0.00028177024036564333	1.002360515508116e-06	0.3109876366768721	`xtol` termination condition is satisfied.	[9.16642451e-02 2.81770240e-04 1.00236052e-06 3.10987637e-01]	[2.56641704e+03 8.99061575e-07 2.97392804e-01 1.10677907e-01]
94	True	9.696385145187378	73.12187610833807	0.09087864042825411	0.00028177163679143826	1.0007680506471598e-06	0.3110051619901763	`xtol` termination condition is satisfied.	[9.08786404e-02 2.81771637e-04 1.00076805e-06 3.11005162e-01]	[9.66546696e+02 1.73235022e-04 1.97869275e-06 1.95939815e-01]
30	True	5.814448118209839	73.12190991415451	0.09143090352811971	0.0002817469698579251	1.0016654919831903e-06	0.31099103034375913	`xtol` termination condition is satisfied.	[9.14309035e-02 2.81746970e-04 1.00166549e-06 3.10991030e-01]	[5.54504329e-01 2.57741717e-05 3.52699052e-02 4.66107341e-01]
69	True	4.9506144523620605	73.12191454471015	0.09112628241497327	0.000281762445330081	1.0014535964875484e-06	0.3109924306404035	`xtol` termination condition is satisfied.	[9.11262824e-02 2.81762445e-04 1.00145360e-06 3.10992431e-01]	[5.85095715e-01 5.85070573e-04 1.26743164e-01 2.63951868e-01]
88	True	7.01936411857605	73.12196485066244	0.0911667472629238	0.00028172105591209355	1.0003601134752836e-06	0.3110082814776379	`xtol` termination condition is satisfied.	[9.11667473e-02 2.81721056e-04 1.00036011e-06 3.11008281e-01]	[4.77243951e+04 1.75554008e-05 5.82281839e-04 3.12819144e-01]
90	True	11.475812673568726	73.12198757460105	0.09111127840860021	0.0002817149729199729	1.0001265067457377e-06	0.3110146411170003	`xtol` termination condition is satisfied.	[9.11112784e-02 2.81714973e-04 1.00012651e-06 3.11014641e-01]	[5.97386727e+03 5.86711953e-03 7.93949497e-03 1.05598415e-01]
72	True	4.955438613891602	73.12200268933294	0.09108439412348367	0.0002817405835731846	1.0011108839949884e-06	0.3109947335659353	`xtol` termination condition is satisfied.	[9.10843941e-02 2.81740584e-04 1.00111088e-06 3.10994734e-01]	[0.71850456 0.00128869 0.38507192 0.16346767]
27	True	5.813483238220215	73.12200355608213	0.0907175440566225	0.0002817514889853268	1.0003381485094646e-06	0.311008791765647	`xtol` termination condition is satisfied.	[9.07175441e-02 2.81751489e-04 1.00033815e-06 3.11008792e-01]	[5.74443870e+04 3.91962452e-02 1.25190891e-02 1.70760970e-01]
91	True	10.280606508255005	73.12202870948309	0.09108154964951047	0.00028170689011969714	1.0000150850850558e-06	0.31101999301732824	`xtol` termination condition is satisfied.	[9.10815496e-02 2.81706890e-04 1.00001509e-06 3.11019993e-01]	[0.07457294 0.00279438 0.00335428 0.12227266]
17	True	7.090513706207275	73.12203890774339	0.09110777998070482	0.000281730825875748	1.0010602330847576e-06	0.310994772234053	`xtol` termination condition is satisfied.	[9.11077800e-02 2.81730826e-04 1.00106023e-06 3.10994772e-01]	[7.10396607e+01 7.08945855e-03 1.25665464e-02 2.62660478e-01]
31	True	4.697185277938843	73.12205094401767	0.0913352231549428	0.0002817528159771058	1.0026026189264854e-06	0.3109792636911954	`xtol` termination condition is satisfied.	[9.13352232e-02 2.81752816e-04 1.00260262e-06 3.10979264e-01]	[1.20578349e+01 3.91587037e-04 3.07559248e-05 2.46968521e-01]
99	True	5.118689060211182	73.12206390055111	0.09101082899763771	0.0002817109435178173	1.0001937160304126e-06	0.31101089057319115	`xtol` termination condition is satisfied.	[9.10108290e-02 2.81710944e-04 1.00019372e-06 3.11010891e-01]	[1.59675004e+01 1.26427560e-05 7.78130265e-01 3.76294546e-01]
70	True	5.812855958938599	73.12206760640503	0.09102103413321302	0.00028171966759583646	1.000577229696344e-06	0.31100183026002604	`xtol` termination condition is satisfied.	[9.10210341e-02 2.81719668e-04 1.00057723e-06 3.11001830e-01]	[1.30380620e+01 1.58900554e-05 2.30034848e-01 4.42847537e-01]
96	True	7.132219076156616	73.12207212116652	0.091024485997746	0.00028170347828082863	1.0000108979500038e-06	0.3110196300502196	`xtol` termination condition is satisfied.	[9.10244860e-02 2.81703478e-04 1.00001090e-06 3.11019630e-01]	[6.05173462e+00 6.62378645e-07 7.32844307e-04 4.79283026e-01]
9	True	5.480316638946533	73.12207475791335	0.09085750607970776	0.0002817294779639662	1.0004753451692834e-06	0.3110039395268496	`xtol` termination condition is satisfied.	[9.08575061e-02 2.81729478e-04 1.00047535e-06 3.11003940e-01]	[1.10446853e+03 8.39232316e-04 3.29174383e-02 4.51498235e-01]
57	True	6.291443109512329	73.12207926858692	0.0908522231076904	0.00028172701531802447	1.0003966142661803e-06	0.31100555845689914	`xtol` termination condition is satisfied.	[9.08522231e-02 2.81727015e-04 1.00039661e-06 3.11005558e-01]	[4.05167461e+02 2.55438921e-02 1.00948613e-03 3.21191469e-01]
